0.1,0.336997319,0.898399466,0.110898476,0.528041496
0.1,0.370241287,0.9,0.10726565,0.524394844
0.1,0.426005362,0.9,0.10726565,0.51785602
0.1,0.404557641,0.893731244,0.106487188,0.526658284
0.1,0.302680965,0.9,0.147226727,0.512951902
0.1,0.294101877,0.9,0.147226727,0.513957875
0.1,0.330563003,0.9,0.1,0.532568375
0.1,0.389544236,0.9,0.126727214,0.512700409
0.1,0.426005362,0.9,0.126727214,0.508425024
0.1,0.336997319,0.896932311,0.142555952,0.514083622
0.1,0.343431635,0.893731244,0.118423613,0.528041496
0.1,0.330563003,0.9,0.118423613,0.523640365
0.1,0.324128686,0.9,0.115569251,0.525778057
0.1,0.330563003,0.9,0.115569251,0.525023577
0.1,0.352010724,0.898399466,0.139701589,0.512323169
0.1,0.343431635,0.898399466,0.139701589,0.513329142
0.1,0.327345845,0.9,0.136068764,0.515466834
0.1,0.35844504,0.9,0.136068764,0.511820182
0.1,0.348793566,0.9,0.133214402,0.514335115
0.1,0.340214477,0.9,0.133214402,0.515341088
0.1,0.31233244,0.9,0.220402206,0.476359635
0.1,0.345576408,0.896932311,0.164871878,0.502263439
0.1,0.348793566,0.896932311,0.164871878,0.501886199
0.1,0.336997319,0.898399466,0.160201103,0.504149638
0.1,0.355227882,0.9,0.160201103,0.500502986
0.1,0.404557641,0.9,0.155530328,0.496982081
0.1,0.373458445,0.9,0.155530328,0.500628733
0.1,0.38310992,0.893731244,0.150859552,0.507670544
0.1,0.463538874,0.898399466,0.200940642,0.469569318
0.1,0.432439678,0.9,0.200940642,0.47170701
0.1,0.355227882,0.893731244,0.192637042,0.49069475
0.1,0.453887399,0.9,0.192637042,0.47321597
0.1,0.309115282,0.9,0.210282193,0.481640993
0.1,0.320911528,0.9,0.179662666,0.495095882
0.1,0.327345845,0.898399466,0.173175478,0.498994027
0.1,0.38310992,0.895331777,0.279824846,0.443665514
0.1,0.35844504,0.893731244,0.279824846,0.448066646
0.1,0.373458445,0.9,0.210282193,0.474096196
